Census Tract,GEOID,Median HH Income,Year,Total Population,Total Households,Median age ,Average HH size,BS Degree and above,White ,Black or African American ,American Indian and Alaska Native ,Asian ,Native Hawaiian and Other Pacific Islander ,Some other race,Two or more races,Hispanic or Latino
"Census Tract 4225.02, Maricopa County, Arizona",4013422502,52500,1,5602,1842,30.9,3.02,913,4849,200,113,86,59,97,198,5602
"Census Tract 4225.03, Maricopa County, Arizona",4013422503,49380,1,6268,2164,30.6,2.89,544,5420,145,94,138,0,299,172,6268
"Census Tract 4225.04, Maricopa County, Arizona",4013422504,57015,1,5061,1817,31.9,2.78,897,4244,85,91,163,11,334,133,5061
"Census Tract 4225.06, Maricopa County, Arizona",4013422506,76356,1,5436,1781,33.4,3.04,1458,4674,211,64,132,20,89,246,5436
"Census Tract 4225.07, Maricopa County, Arizona",4013422507,77740,1,4369,1677,41.8,2.61,1369,4035,65,23,149,0,12,85,4369
"Census Tract 4225.08, Maricopa County, Arizona",4013422508,70385,1,3741,1290,36.4,2.88,775,3296,45,0,261,0,32,107,3741
"Census Tract 4225.09, Maricopa County, Arizona",4013422509,76380,1,5121,1783,38.4,2.87,1380,4505,182,39,215,21,45,114,5121
"Census Tract 4225.10, Maricopa County, Arizona",4013422510,102273,1,3473,1002,33.8,3.45,879,2855,121,12,211,12,61,201,3473
"Census Tract 4225.11, Maricopa County, Arizona",4013422511,81806,1,2926,974,36.6,3,622,2735,45,8,66,0,43,29,2926
"Census Tract 4225.12, Maricopa County, Arizona",4013422512,91812,1,5577,1694,32.2,3.28,1140,4729,68,31,153,0,470,126,5577
"Census Tract 4225.13, Maricopa County, Arizona",4013422513,59808,1,4364,1572,38.7,2.75,930,3896,218,7,72,9,74,88,4364
"Census Tract 4225.14, Maricopa County, Arizona",4013422514,62717,1,4348,1536,33.1,2.82,892,3702,325,117,66,26,95,17,4348
"Census Tract 4226.06, Maricopa County, Arizona",4013422606,109093,1,10232,2783,33.3,3.66,2930,8736,105,0,1006,0,138,247,10232
"Census Tract 4226.07, Maricopa County, Arizona",4013422607,39067,1,4181,2319,68.7,1.74,697,4057,76,0,24,19,5,0,4181
"Census Tract 4226.09, Maricopa County, Arizona",4013422609,47554,1,4110,1578,49.4,2.5,569,3389,69,15,11,0,534,92,4110
"Census Tract 4226.10, Maricopa County, Arizona",4013422610,35446,1,2688,1534,69.1,1.75,643,2634,39,0,8,0,7,0,2688
"Census Tract 4226.15, Maricopa County, Arizona",4013422615,77216,1,7357,2293,32.8,3.2,1220,5717,263,213,227,0,871,66,7357
"Census Tract 4226.16, Maricopa County, Arizona",4013422616,48133,1,5131,1938,39.3,2.65,799,4548,129,0,23,0,157,274,5131
"Census Tract 4226.17, Maricopa County, Arizona",4013422617,66576,1,5857,1909,35.8,3.06,1210,4957,183,258,70,97,159,133,5857
"Census Tract 4226.18, Maricopa County, Arizona",4013422618,45000,1,3038,1792,76.7,1.7,656,3009,8,18,0,0,3,0,3038
"Census Tract 4226.20, Maricopa County, Arizona",4013422620,99342,1,3470,992,30.9,3.5,720,3168,8,4,100,61,6,123,3470
"Census Tract 4226.21, Maricopa County, Arizona",4013422621,87226,1,4859,1369,30.3,3.55,1224,4046,22,161,375,0,167,88,4859
"Census Tract 4226.22, Maricopa County, Arizona",4013422622,85350,1,4895,1481,30.4,3.31,917,4255,157,33,218,0,23,209,4895
"Census Tract 4226.23, Maricopa County, Arizona",4013422623,70722,1,4893,1483,28.9,3.3,953,4091,139,21,411,0,75,156,4893
"Census Tract 4226.24, Maricopa County, Arizona",4013422624,38984,1,3059,1750,71.6,1.7,559,2945,12,13,0,0,70,19,3059
"Census Tract 4226.25, Maricopa County, Arizona",4013422625,34573,1,3668,1706,56.4,1.97,404,3140,121,16,150,0,65,176,3668
"Census Tract 4226.26, Maricopa County, Arizona",4013422626,31987,1,2668,1556,74.5,1.56,485,2475,11,13,21,1,86,61,2668
"Census Tract 4226.27, Maricopa County, Arizona",4013422627,31524,1,3680,1455,49.5,2.53,301,3371,0,95,14,0,191,9,3680
"Census Tract 4226.28, Maricopa County, Arizona",4013422628,27910,1,3875,1707,41.4,2.26,287,3460,142,29,0,0,244,0,3875
"Census Tract 4226.29, Maricopa County, Arizona",4013422629,59044,1,3046,1142,43.6,2.66,461,2713,37,0,32,0,222,42,3046
"Census Tract 4226.30, Maricopa County, Arizona",4013422630,33125,1,5080,1970,48.9,2.58,482,4619,0,0,0,0,461,0,5080
"Census Tract 4226.31, Maricopa County, Arizona",4013422631,63053,1,4436,1573,33.8,2.81,844,3351,527,75,269,0,159,55,4436
"Census Tract 4226.32, Maricopa County, Arizona",4013422632,50242,1,4158,1696,51.6,2.45,502,3731,225,14,48,0,140,0,4158
"Census Tract 4226.33, Maricopa County, Arizona",4013422633,50355,1,3539,1420,28.7,2.49,564,3151,84,116,34,0,47,107,3539
"Census Tract 4226.34, Maricopa County, Arizona",4013422634,37606,1,4420,1898,45.5,2.33,344,4284,17,0,0,0,65,54,4420
"Census Tract 4226.35, Maricopa County, Arizona",4013422635,54489,1,2140,922,65,2.32,372,1972,0,127,0,0,41,0,2140
"Census Tract 4226.36, Maricopa County, Arizona",4013422636,50540,1,2219,1099,30.9,2.02,632,1599,376,28,183,7,7,19,2219
"Census Tract 4226.37, Maricopa County, Arizona",4013422637,72417,1,3402,1081,32.7,3.12,422,2822,214,6,92,0,213,55,3402
"Census Tract 4226.38, Maricopa County, Arizona",4013422638,40021,1,3546,1473,27.4,2.4,680,2903,273,0,173,0,62,135,3546
"Census Tract 4226.39, Maricopa County, Arizona",4013422639,39554,1,3605,2095,73.4,1.72,1275,3476,33,42,12,0,0,42,3605
"Census Tract 4226.40, Maricopa County, Arizona",4013422640,49677,1,4702,1960,49.1,2.4,991,4110,205,0,119,0,149,119,4702
"Census Tract 4226.41, Maricopa County, Arizona",4013422641,65409,1,6087,1897,30.3,3.21,925,4889,142,130,298,22,369,237,6087
"Census Tract 4226.42, Maricopa County, Arizona",4013422642,67969,1,5688,1853,33.3,3.07,965,4400,188,261,270,35,499,35,5688
"Census Tract 4226.43, Maricopa County, Arizona",4013422643,83952,1,6025,1748,33.9,3.44,956,4821,169,14,90,16,800,115,6025
"Census Tract 4226.44, Maricopa County, Arizona",4013422644,69970,1,7569,2730,48.3,2.77,1678,6849,11,185,207,0,192,125,7569
"Census Tract 4226.46, Maricopa County, Arizona",4013422646,95028,1,8619,2354,30.9,3.66,2002,7065,602,57,184,14,421,276,8619
"Census Tract 43.07, Pima County, Arizona",4019004307,37115,1,3233,1983,71.3,1.62,1146,3132,23,0,17,0,29,32,3233
"Census Tract 43.10, Pima County, Arizona",4019004310,43917,1,1964,703,37.3,2.79,137,1682,0,19,28,0,208,27,1964
"Census Tract 43.11, Pima County, Arizona",4019004311,56694,1,4437,1491,40.1,2.96,518,3663,12,142,0,0,539,81,4437
"Census Tract 43.12, Pima County, Arizona",4019004312,32604,1,5493,1914,38.8,2.86,271,4184,41,339,9,9,605,306,5493
"Census Tract 43.13, Pima County, Arizona",4019004313,36213,1,4606,1675,41.6,2.75,403,4367,15,57,0,0,100,67,4606
"Census Tract 43.16, Pima County, Arizona",4019004316,41023,1,3282,1278,47.6,2.54,605,2935,80,1,95,0,137,34,3282
"Census Tract 43.17, Pima County, Arizona",4019004317,34513,1,2861,1791,71.3,1.56,629,2804,0,8,0,0,21,28,2861
"Census Tract 43.20, Pima County, Arizona",4019004320,35000,1,3105,896,34.9,3.46,131,2395,17,203,0,0,486,4,3105
"Census Tract 43.21, Pima County, Arizona",4019004321,48125,1,4487,1311,30,3.41,389,3106,78,228,40,0,855,180,4487
"Census Tract 43.22, Pima County, Arizona",4019004322,48108,1,7192,2032,25.9,3.54,514,5962,30,559,64,0,413,164,7192
"Census Tract 43.23, Pima County, Arizona",4019004323,65906,1,4066,1030,22.9,3.95,664,2878,178,0,794,16,87,113,4066
"Census Tract 43.24, Pima County, Arizona",4019004324,50323,1,2787,1713,71.4,1.63,1118,2718,0,19,50,0,0,0,2787
"Census Tract 43.25, Pima County, Arizona",4019004325,74196,1,1909,981,68.8,1.95,853,1909,0,0,0,0,0,0,1909
"Census Tract 43.26, Pima County, Arizona",4019004326,65240,1,3197,1146,34.8,2.75,651,2851,101,3,16,0,117,109,3197
"Census Tract 43.27, Pima County, Arizona",4019004327,51447,1,4604,1720,39.8,2.64,857,4026,138,1,93,0,27,319,4604
"Census Tract 43.28, Pima County, Arizona",4019004328,48627,1,3574,2118,73.2,1.69,1845,3574,0,0,0,0,0,0,3574
"Census Tract 43.29, Pima County, Arizona",4019004329,69262,1,10410,3305,31.5,3.15,1916,8984,309,20,154,16,496,431,10410
"Census Tract 43.30, Pima County, Arizona",4019004330,48587,1,1707,1044,75.6,1.64,861,1647,0,22,0,0,21,17,1707
"Census Tract 43.31, Pima County, Arizona",4019004331,42469,1,3712,2025,68.2,1.83,965,3658,13,10,18,0,13,0,3712
"Census Tract 43.32, Pima County, Arizona",4019004332,52313,1,1283,744,72.4,1.72,640,1255,5,0,17,0,0,6,1283
"Census Tract 43.33, Pima County, Arizona",4019004333,59485,1,4210,1318,31.7,3.18,245,3312,265,4,0,0,373,256,4210
"Census Tract 43.34, Pima County, Arizona",4019004334,54626,1,8391,2562,29.3,3.27,768,5163,321,344,125,23,1923,492,8391
"Census Tract 44.04, Pima County, Arizona",4019004404,40901,1,3302,1807,69.6,1.83,753,3032,17,151,42,0,41,19,3302
"Census Tract 44.07, Pima County, Arizona",4019004407,38298,1,6849,2112,33.1,3.24,497,3826,691,216,36,0,1681,399,6849
"Census Tract 44.11, Pima County, Arizona",4019004411,36976,1,7851,3063,29.7,2.56,1648,5973,184,180,376,0,1038,100,7851
"Census Tract 44.12, Pima County, Arizona",4019004412,61767,1,3569,1347,36.8,2.61,829,2724,78,81,95,0,367,224,3569
"Census Tract 44.13, Pima County, Arizona",4019004413,65972,1,3313,1245,40.9,2.65,998,2352,147,57,216,13,287,241,3313
"Census Tract 44.14, Pima County, Arizona",4019004414,52941,1,3096,1176,30.3,2.57,637,2342,312,20,43,18,220,141,3096
"Census Tract 44.15, Pima County, Arizona",4019004415,54583,1,1681,704,40.4,2.36,425,1124,104,12,52,0,341,48,1681
"Census Tract 44.18, Pima County, Arizona",4019004418,86061,1,3301,1306,50.6,2.49,1154,2886,49,41,103,0,108,114,3301
"Census Tract 44.19, Pima County, Arizona",4019004419,50417,1,5040,2046,46.4,2.46,553,4340,132,191,16,0,271,90,5040
"Census Tract 44.21, Pima County, Arizona",4019004421,50793,1,8131,2692,40.8,3.02,792,6579,174,94,88,0,860,336,8131
"Census Tract 44.22, Pima County, Arizona",4019004422,72883,1,5605,2428,44.3,2.3,1522,4652,105,300,0,0,330,218,5605
"Census Tract 44.23, Pima County, Arizona",4019004423,49167,1,3984,1668,47.3,2.39,517,3500,40,35,17,0,181,211,3984
"Census Tract 44.24, Pima County, Arizona",4019004424,44779,1,3687,1328,37.1,2.77,223,2990,91,79,0,0,312,215,3687
"Census Tract 44.25, Pima County, Arizona",4019004425,55347,1,6041,2220,40.5,2.72,638,5722,14,21,38,0,204,42,6041
"Census Tract 44.26, Pima County, Arizona",4019004426,76055,1,3257,1010,32.6,3.22,689,2600,226,10,76,0,253,92,3257
"Census Tract 44.27, Pima County, Arizona",4019004427,69351,1,7885,3202,41.6,2.46,2409,6487,231,81,594,0,373,119,7885
"Census Tract 44.28, Pima County, Arizona",4019004428,112596,1,3387,1325,54.1,2.52,1463,2925,64,170,78,0,124,26,3387
"Census Tract 44.29, Pima County, Arizona",4019004429,77614,1,7319,2632,39.1,2.78,2189,5643,461,13,572,0,294,336,7319
"Census Tract 44.30, Pima County, Arizona",4019004430,52649,1,3010,739,30.7,3.35,267,2466,74,126,20,0,303,21,3010
"Census Tract 44.31, Pima County, Arizona",4019004431,68875,1,4157,1218,31,3.41,515,3183,30,170,63,0,451,260,4157
"Census Tract 45.04, Pima County, Arizona",4019004504,28310,1,6675,2836,33.5,2.35,431,5526,178,56,69,0,634,212,6675
"Census Tract 45.05, Pima County, Arizona",4019004505,27066,1,3818,1491,42.6,2.53,248,2999,64,218,109,0,343,85,3818
"Census Tract 45.06, Pima County, Arizona",4019004506,34105,1,4942,1819,36.9,2.72,318,4075,75,29,77,139,499,48,4942
"Census Tract 45.08, Pima County, Arizona",4019004508,32281,1,4328,2184,49.5,1.98,399,3195,68,74,327,0,605,59,4328
"Census Tract 45.10, Pima County, Arizona",4019004510,19697,1,3480,1494,23,2.33,537,2215,221,56,557,27,145,259,3480
"Census Tract 45.11, Pima County, Arizona",4019004511,34565,1,4354,1928,32,2.26,781,2992,198,339,306,0,416,103,4354
"Census Tract 45.12, Pima County, Arizona",4019004512,33397,1,3989,1741,43.4,2.29,355,3248,17,78,120,0,485,41,3989
"Census Tract 45.13, Pima County, Arizona",4019004513,30230,1,3170,1361,37.2,2.33,195,2380,46,237,2,0,259,246,3170
"Census Tract 46.10, Pima County, Arizona",4019004610,53950,1,6004,2136,36,2.74,1140,4988,92,73,79,0,384,388,6004
"Census Tract 46.13, Pima County, Arizona",4019004613,40230,1,4024,1455,32.6,2.76,321,3381,69,0,10,14,377,173,4024
"Census Tract 46.14, Pima County, Arizona",4019004614,58250,1,3115,1285,55.2,2.23,1017,2795,15,46,24,0,101,134,3115
"Census Tract 46.15, Pima County, Arizona",4019004615,62240,1,2866,1133,50.7,2.4,1077,2351,40,104,126,0,159,86,2866
"Census Tract 46.16, Pima County, Arizona",4019004616,52406,1,3614,1574,42.2,2.13,1142,2848,77,51,335,0,163,140,3614
"Census Tract 46.17, Pima County, Arizona",4019004617,41994,1,2524,1427,50.6,1.77,680,2341,8,0,33,0,67,75,2524
"Census Tract 46.18, Pima County, Arizona",4019004618,55481,1,3474,1453,43.4,2.31,901,2724,57,50,238,0,300,105,3474
"Census Tract 46.19, Pima County, Arizona",4019004619,72825,1,3430,1547,53.8,2.21,1490,2723,89,34,222,27,134,201,3430
"Census Tract 46.20, Pima County, Arizona",4019004620,40625,1,1682,831,35.1,2,347,1440,21,27,44,0,126,24,1682
"Census Tract 46.21, Pima County, Arizona",4019004621,48000,1,2056,1098,59,1.86,800,1893,0,27,11,0,86,39,2056
"Census Tract 46.22, Pima County, Arizona",4019004622,48875,1,3139,1291,39.9,2.42,920,2851,31,35,143,0,5,74,3139
"Census Tract 46.23, Pima County, Arizona",4019004623,68491,1,4747,2118,46.1,2.24,1675,4078,13,16,85,0,203,352,4747
"Census Tract 46.24, Pima County, Arizona",4019004624,60449,1,6596,2244,34.8,2.92,1087,5938,125,0,87,0,360,86,6596
"Census Tract 46.25, Pima County, Arizona",4019004625,44274,1,1823,894,32.7,2.03,399,1552,15,1,34,0,150,71,1823
"Census Tract 46.26, Pima County, Arizona",4019004626,31815,1,3572,1680,26.7,2.13,441,2307,217,112,490,0,330,116,3572
"Census Tract 46.27, Pima County, Arizona",4019004627,60547,1,2975,1067,33.3,2.79,363,2569,42,29,26,0,68,241,2975
"Census Tract 46.28, Pima County, Arizona",4019004628,74821,1,1300,539,57.1,2.39,373,1201,13,8,62,0,4,12,1300
"Census Tract 46.30, Pima County, Arizona",4019004630,43646,1,2158,854,38.2,2.52,460,1811,97,23,0,0,130,97,2158
"Census Tract 46.31, Pima County, Arizona",4019004631,64146,1,3573,1331,41.8,2.68,818,3338,68,9,61,0,41,56,3573
"Census Tract 46.32, Pima County, Arizona",4019004632,75262,1,2702,979,43.3,2.75,680,2394,25,61,49,0,70,103,2702
"Census Tract 46.33, Pima County, Arizona",4019004633,82591,1,2865,1149,46.4,2.49,939,2591,7,7,142,0,65,53,2865
"Census Tract 46.34, Pima County, Arizona",4019004634,79063,1,981,364,50.1,2.65,354,787,37,30,24,0,38,65,981
"Census Tract 46.35, Pima County, Arizona",4019004635,88571,1,5303,2062,47.5,2.57,2006,4685,44,24,228,0,66,256,5303
"Census Tract 46.36, Pima County, Arizona",4019004636,90282,1,7217,2462,46.9,2.93,2667,6365,14,49,396,0,185,208,7217
"Census Tract 46.38, Pima County, Arizona",4019004638,82683,1,9440,3788,53.2,2.49,3459,8573,158,26,63,0,294,326,9440
"Census Tract 46.39, Pima County, Arizona",4019004639,90405,1,3878,1210,33.8,3.2,904,3323,234,32,8,0,152,129,3878
"Census Tract 46.40, Pima County, Arizona",4019004640,107794,1,4928,1736,42.3,2.82,1851,4336,175,62,286,0,41,28,4928
"Census Tract 46.41, Pima County, Arizona",4019004641,89688,1,3888,1403,45.4,2.75,1472,3219,59,15,16,0,540,39,3888
"Census Tract 46.42, Pima County, Arizona",4019004642,70929,1,3020,1477,58.5,2.04,1237,2841,24,0,42,13,0,100,3020
"Census Tract 46.43, Pima County, Arizona",4019004643,66979,1,4383,2257,71.1,1.94,1869,4322,0,0,21,0,19,21,4383
"Census Tract 46.44, Pima County, Arizona",4019004644,60188,1,2570,837,33.2,3.06,494,2209,10,24,77,0,163,87,2570
"Census Tract 46.45, Pima County, Arizona",4019004645,69699,1,5308,1717,35,3.09,1114,3834,182,72,203,0,444,573,5308
"Census Tract 46.46, Pima County, Arizona",4019004646,58942,1,4319,1637,36.3,2.62,744,3970,9,11,55,0,185,89,4319
"Census Tract 46.47, Pima County, Arizona",4019004647,62074,1,4488,1458,34.6,3.07,654,3922,109,10,34,27,272,114,4488
"Census Tract 47.10, Pima County, Arizona",4019004710,44956,1,3666,2061,35.4,1.74,1179,2984,153,96,160,0,237,36,3666
"Census Tract 47.11, Pima County, Arizona",4019004711,84013,1,4555,2158,52.9,2.11,2362,3925,153,0,334,0,0,143,4555
"Census Tract 47.12, Pima County, Arizona",4019004712,85054,1,3204,1602,52.1,1.97,1807,2535,257,73,151,0,37,151,3204
"Census Tract 47.13, Pima County, Arizona",4019004713,82500,1,3664,1624,57.7,2.23,1633,3444,10,0,168,0,22,20,3664
"Census Tract 47.14, Pima County, Arizona",4019004714,90382,1,5298,2357,50.5,2.24,2418,4410,207,2,470,0,33,176,5298
"Census Tract 47.15, Pima County, Arizona",4019004715,45954,1,4319,1631,45.9,2.65,578,3474,0,37,0,0,682,126,4319
"Census Tract 47.16, Pima County, Arizona",4019004716,62273,1,6183,2678,48.8,2.28,1847,5723,102,8,74,0,160,116,6183
"Census Tract 47.17, Pima County, Arizona",4019004717,87708,1,2129,1017,57.6,2.09,1104,1971,27,0,41,0,20,70,2129
"Census Tract 47.18, Pima County, Arizona",4019004718,71530,1,2016,968,48.7,2.07,889,1828,1,0,69,0,51,67,2016
"Census Tract 47.19, Pima County, Arizona",4019004719,85769,1,5667,2574,53.2,2.2,2868,5179,35,64,288,0,70,31,5667
"Census Tract 47.20, Pima County, Arizona",4019004720,86500,1,1395,680,60.6,2.05,733,1248,32,0,65,0,45,5,1395
"Census Tract 47.21, Pima County, Arizona",4019004721,50046,1,3330,1889,52,1.75,1457,2994,65,57,87,0,63,64,3330
"Census Tract 47.22, Pima County, Arizona",4019004722,69044,1,2329,1185,64.3,1.97,1273,2213,16,0,39,0,33,28,2329
"Census Tract 47.23, Pima County, Arizona",4019004723,72756,1,4483,2248,51.1,1.99,2171,3512,236,57,416,0,49,213,4483
"Census Tract 47.24, Pima County, Arizona",4019004724,109000,1,2450,1030,54.1,2.36,1170,2150,0,7,206,0,13,74,2450
"Census Tract 47.25, Pima County, Arizona",4019004725,32192,1,2537,1521,43.5,1.66,989,2140,5,69,144,15,106,58,2537
"Census Tract 47.26, Pima County, Arizona",4019004726,105690,1,4413,1824,51.5,2.41,2354,3668,0,0,401,5,201,138,4413
"Census Tract 5, Cochise County, Arizona",4003000500,42297,1,9086,1281,36.4,2.32,674,7393,1089,182,21,6,174,221,9086
"Census Tract 5, Coconino County, Arizona",4005000500,61250,1,4483,1394,32.8,3.21,657,2979,68,555,31,0,580,270,4483
"Census Tract 5, Gila County, Arizona",4007000500,36827,1,5614,2422,53.5,2.27,795,5314,4,177,0,0,63,56,5614
"Census Tract 5, Pima County, Arizona",4019000500,23188,1,10509,1544,19.6,1.89,676,8730,390,70,710,7,242,360,10509
"Census Tract 5, Yavapai County, Arizona",4025000500,48311,1,5247,2304,51.3,2.28,1071,4956,0,185,77,0,0,29,5247
"Census Tract 5.01, Yuma County, Arizona",4027000501,49528,1,2657,1097,25.6,2.42,325,1658,13,0,102,173,621,90,2657
"Census Tract 5.02, Yuma County, Arizona",4027000502,41005,1,2679,1165,57.4,2.29,184,2168,0,25,0,0,289,197,2679
"Census Tract 506.03, Maricopa County, Arizona",4013050603,44479,1,3867,1363,40,2.84,235,3591,11,73,0,0,96,96,3867
"Census Tract 506.04, Maricopa County, Arizona",4013050604,50027,1,3232,969,32.1,3.34,136,3007,13,20,9,0,154,29,3232
"Census Tract 506.05, Maricopa County, Arizona",4013050605,69846,1,6385,1937,33.4,3.3,913,5171,371,6,221,23,365,228,6385
"Census Tract 506.06, Maricopa County, Arizona",4013050606,85560,1,7497,2411,39.2,3.11,1520,6700,295,31,249,31,90,101,7497
"Census Tract 506.07, Maricopa County, Arizona",4013050607,50735,1,7396,2052,28.8,3.52,366,6400,305,65,27,11,452,136,7396
"Census Tract 506.08, Maricopa County, Arizona",4013050608,52688,1,7359,2157,29.3,3.41,501,5085,490,197,9,23,935,620,7359
"Census Tract 506.09, Maricopa County, Arizona",4013050609,48248,1,5080,1591,32,3.19,272,3797,388,114,53,0,636,92,5080
"Census Tract 506.10, Maricopa County, Arizona",4013050610,73250,1,8524,2395,30.4,3.55,770,6044,1102,174,332,0,806,66,8524
"Census Tract 506.11, Maricopa County, Arizona",4013050611,71452,1,4719,1148,28.2,4.11,374,3771,76,731,0,0,84,57,4719
"Census Tract 507.01, Maricopa County, Arizona",4013050701,46795,1,5349,1682,29.9,3.18,549,4030,335,150,38,32,667,97,5349
"Census Tract 507.02, Maricopa County, Arizona",4013050702,27685,1,5353,1831,32.4,2.92,240,4270,189,59,59,54,559,163,5353
"Census Tract 52, Pima County, Arizona",4019005200,29967,1,4026,1683,45.9,2.37,520,2834,48,694,137,10,171,132,4026
"Census Tract 5228, Maricopa County, Arizona",4013522800,35086,1,1382,360,20.2,3.03,165,1141,57,23,69,0,21,71,1382
"Census Tract 5229.01, Maricopa County, Arizona",4013522901,54517,1,4402,1751,33,2.5,779,3647,193,167,189,0,179,27,4402
"Census Tract 5229.03, Maricopa County, Arizona",4013522903,39750,1,5429,1473,24.4,3.65,272,4018,573,73,18,52,600,95,5429
"Census Tract 5229.04, Maricopa County, Arizona",4013522904,44408,1,5509,1450,25,3.8,562,3974,611,15,390,0,243,276,5509
"Census Tract 5230.02, Maricopa County, Arizona",4013523002,46625,1,6076,1800,30.9,3.36,540,5193,99,267,152,0,283,82,6076
"Census Tract 5230.03, Maricopa County, Arizona",4013523003,52049,1,6293,2309,30.7,2.72,996,4485,515,101,378,22,347,445,6293
"Census Tract 5230.05, Maricopa County, Arizona",4013523005,62336,1,5131,2011,37.1,2.54,1202,3867,275,17,507,0,215,250,5131
"Census Tract 5230.06, Maricopa County, Arizona",4013523006,47955,1,5614,2254,35.2,2.49,1099,4410,375,30,484,0,231,84,5614
"Census Tract 5231.02, Maricopa County, Arizona",4013523102,54145,1,5696,1662,26.9,3.43,613,4533,261,118,121,0,267,396,5696
"Census Tract 5231.03, Maricopa County, Arizona",4013523103,57210,1,5825,2221,32.7,2.58,1186,3847,395,218,456,26,468,415,5825
"Census Tract 5231.04, Maricopa County, Arizona",4013523104,46925,1,5353,2161,30.2,2.46,856,4018,323,145,377,15,321,154,5353
"Census Tract 53, Pima County, Arizona",4019005300,91293,1,3339,1264,46.8,2.5,1078,2963,84,59,36,0,99,98,3339
"Census Tract 6, Cochise County, Arizona",4003000600,23068,1,2942,851,38.4,2.94,237,1966,31,53,22,0,676,194,2942
"Census Tract 6, Coconino County, Arizona",4005000600,64241,1,5527,2393,40.7,2.3,1958,4404,97,840,61,0,84,41,5527
"Census Tract 6, Gila County, Arizona",4007000600,41417,1,1408,661,57.4,2.1,222,1271,0,3,0,8,55,71,1408
"Census Tract 6, Pima County, Arizona",4019000600,51667,1,5279,2268,29.3,2.21,2144,4621,112,98,177,2,51,218,5279
"Census Tract 6, Yuma County, Arizona",4027000600,39226,1,4771,1895,27.9,2.51,325,4040,107,36,101,16,369,102,4771
"Census Tract 6.03, Pinal County, Arizona",4021000603,68159,1,5177,2389,64.9,2.16,2227,5040,23,13,20,0,18,63,5177
"Census Tract 6.04, Pinal County, Arizona",4021000604,69357,1,4215,2311,71.1,1.82,2459,4201,0,0,0,0,14,0,4215
"Census Tract 6.04, Yavapai County, Arizona",4025000604,50153,1,5257,1895,40.6,2.76,588,4685,89,24,0,0,172,287,5257
"Census Tract 6.05, Yavapai County, Arizona",4025000605,43043,1,9460,3498,32.9,2.7,1362,7902,52,23,248,0,831,404,9460
"Census Tract 6.06, Yavapai County, Arizona",4025000606,30554,1,5851,2507,41.7,2.28,537,5202,17,54,0,0,395,183,5851
"Census Tract 6.07, Yavapai County, Arizona",4025000607,55127,1,6016,2670,61.8,2.25,1130,5786,23,140,0,0,24,43,6016
"Census Tract 6.08, Yavapai County, Arizona",4025000608,41496,1,3780,1237,30.3,3.05,325,3659,0,0,0,0,89,32,3780
"Census Tract 6.09, Yavapai County, Arizona",4025000609,35814,1,4724,1712,36.8,2.75,306,4431,9,26,0,0,212,46,4724
"Census Tract 6.10, Yavapai County, Arizona",4025000610,38036,1,4069,1790,46.6,2.26,414,3929,20,89,8,0,19,4,4069
"Census Tract 608.01, Maricopa County, Arizona",4013060801,29666,1,6309,2068,33.8,3.02,444,5277,230,190,0,0,591,21,6309
"Census Tract 608.02, Maricopa County, Arizona",4013060802,60273,1,2503,706,29.5,3.55,161,1921,165,137,80,0,11,189,2503
"Census Tract 609.01, Maricopa County, Arizona",4013060901,57314,1,4576,1497,27.5,3.06,456,3824,499,18,16,0,10,209,4576
"Census Tract 609.02, Maricopa County, Arizona",4013060902,32109,1,3148,841,30.5,3.74,91,2454,84,49,4,0,406,151,3148
"Census Tract 609.03, Maricopa County, Arizona",4013060903,35571,1,4986,1327,22.3,3.76,211,3896,91,257,19,0,450,273,4986
"Census Tract 609.04, Maricopa County, Arizona",4013060904,40354,1,3522,1071,27.8,3.29,183,3013,114,78,0,0,219,98,3522
"Census Tract 610.09, Maricopa County, Arizona",4013061009,66736,1,8887,3172,35.4,2.79,1405,7300,441,40,665,0,138,303,8887
"Census Tract 610.10, Maricopa County, Arizona",4013061010,76411,1,4611,1846,45.5,2.5,1399,4155,82,0,88,0,121,165,4611
"Census Tract 610.11, Maricopa County, Arizona",4013061011,53295,1,5520,1675,27.9,3.29,648,4228,471,8,442,0,205,166,5520
"Census Tract 610.12, Maricopa County, Arizona",4013061012,61419,1,8074,3061,37.1,2.59,1576,5622,748,118,442,0,597,547,8074
"Census Tract 610.13, Maricopa County, Arizona",4013061013,65521,1,5642,1720,32.8,3.28,924,3843,725,0,513,0,462,99,5642
"Census Tract 610.14, Maricopa County, Arizona",4013061014,55816,1,5785,2021,28.5,2.86,1128,3924,1065,185,86,10,331,184,5785
"Census Tract 610.15, Maricopa County, Arizona",4013061015,69107,1,6479,1832,30.6,3.54,933,4873,699,46,271,0,284,306,6479
"Census Tract 610.16, Maricopa County, Arizona",4013061016,87574,1,4741,1445,30.8,3.28,1238,3526,370,95,455,0,39,256,4741
"Census Tract 610.17, Maricopa County, Arizona",4013061017,,1,3351,0,35.2,,70,2519,425,156,9,3,69,170,3351
"Census Tract 610.18, Maricopa County, Arizona",4013061018,66761,1,4592,2513,70.3,1.83,1846,4410,30,21,81,0,17,33,4592
"Census Tract 610.19, Maricopa County, Arizona",4013061019,60649,1,3300,1123,32.3,2.93,348,2524,426,0,51,5,137,157,3300
